ignore if not empty;modname;modurl;dependencies;Tags;Modpack;Notes;edited;moddesc;ModDB URL;Forum URL;imported
;bakedclay;https://notabug.org/tenplus1/bakedclay;default stairs ;;;;;[Baked Clay] Adds the ability to bake clay into blocks and colour them with dye.;https://content.minetest.net/packages/TenPlus1/bakedclay/;https://forum.minetest.net/viewtopic.php?t=8890;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;caverealms;https://github.com/Ezhh/caverealms_lite;default stairs ;;;;;[Caverealms Lite] A mod for Minetest to add underground realms.;https://content.minetest.net/packages/Shara/caverealms/;https://forum.minetest.net/viewtopic.php?t=18413;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;riesenpilz;https://github.com/HybridDog/riesenpilz;vector_extras default ;;;;;[Giant Mushroom/ Mushrooms] Adds various mushrooms.;https://content.minetest.net/packages/Hybrid Dog/riesenpilz/;https://forum.minetest.net/viewtopic.php?t=3862;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;windmill;https://github.com/Sokomine/windmill;;;;;;[Windmill] Rotating sails and rotor blades for classic and modern windmills.;https://content.minetest.net/packages/Sokomine/windmill/;https://forum.minetest.net/viewtopic.php?t=7440;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;wine;https://notabug.org/tenplus1/wine;default ;;;;;[Wine] Adds wine.;https://content.minetest.net/packages/TenPlus1/wine/;https://forum.minetest.net/viewtopic.php?t=13642;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;smartshop;https://github.com/AiTechEye/smartshop;default ;;;;;[Smart Shop] Smart and easy shop;https://content.minetest.net/packages/AiTechEye/smartshop/;https://forum.minetest.net/viewtopic.php?t=14304;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;flying_carpet;https://repo.or.cz/minetest_flying_carpet.git;;;;;;[Flying Carpet] Quickly explore the vast terrain with the magical flying carpet.;https://content.minetest.net/packages/Wuzzy/flying_carpet/;https://forum.minetest.net/viewtopic.php?t=12263;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;bedrock2;http://repo.or.cz/minetest_bedrock2.git;;;;;;[Indestructible Bedrock Layer] Adds an indestructable bedrock layer at the bottom of the world.;https://content.minetest.net/packages/Wuzzy/bedrock2/;https://forum.minetest.net/viewtopic.php?t=11271;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;agriculture;https://github.com/jbbgameich/agriculture;farming default ;;;;;[Agriculture] Adds many useful farming plants;https://content.minetest.net/packages/jbb/agriculture/;https://forum.minetest.net/viewtopic.php?t=13882;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;factory;https://github.com/theFox6/factory;;;;;;[New Factory] Industrialization for minetest;https://content.minetest.net/packages/theFox/factory/;https://forum.minetest.net/viewtopic.php?t=17868;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;orienteering;http://repo.or.cz/minetest_orienteering.git;;;;;;[Orienteering] A collection of tools to help you orient yourselves in the world, such as compass, altimeter, etc.;https://content.minetest.net/packages/Wuzzy/orienteering/;https://forum.minetest.net/viewtopic.php?t=15247;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;tsm_pyramids;https://repo.or.cz/minetest_pyramids/tsm_pyramids.git;default ;;;;;[Pyramids (with treasures)] Pyramids with treasures!;https://content.minetest.net/packages/Wuzzy/tsm_pyramids/;https://forum.minetest.net/viewtopic.php?t=10336;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;ilights;https://gitlab.com/VanessaE/ilights.git;default unifieddyes ;;;;;[Ilights] Adds various lights.;https://content.minetest.net/packages/VanessaE/ilights/;https://forum.minetest.net/viewtopic.php?t=12200;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;coloredwood;https://gitlab.com/VanessaE/coloredwood;default unifieddyes ;;;;;[Coloredwood] Colorize some wood!;https://content.minetest.net/packages/VanessaE/coloredwood/;https://forum.minetest.net/viewtopic.php?t=2411;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;elepower;https://gitlab.icynet.eu/evert/elepower.git;fluid_lib moreores default bucket ;;;;;[Elepower] A powerful modpack;https://content.minetest.net/packages/IcyDiamond/elepower/;https://forum.minetest.net/viewtopic.php?t=20320;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;moremesecons;https://github.com/minetest-mods/MoreMesecons;mesecons_torch default mesecons_materials mesecons_noteblock fire mesecons ;;;;;[MoreMesecons] Adds more Mesecons items.;https://content.minetest.net/packages/Palige/moremesecons/;https://forum.minetest.net/viewtopic.php?t=13150;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;basic_houses;https://github.com/Sokomine/basic_houses;handle_schematics ;;;;;[Basic Houses] Simple random houses spawning in small groups on the map;https://content.minetest.net/packages/Sokomine/basic_houses/;https://forum.minetest.net/viewtopic.php?t=19624;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;bbq;https://github.com/Grizzly-Adam/BBQ;default ;;;;;[Your Dad's BBQ Mod] Adds advanced BBQ items.;https://content.minetest.net/packages/Grizzly Adam/bbq/;https://forum.minetest.net/viewtopic.php?t=19324;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;other_worlds;https://github.com/Ezhh/other_worlds;default ;;;;;[Other Worlds] Adds asteroid layers and height-based skybox switches to create space environments.;https://content.minetest.net/packages/Shara/other_worlds/;https://forum.minetest.net/viewtopic.php?t=16015;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;bitchange;https://github.com/SmallJoker/bitchange;default ;;;;;[BitChange] Money items for your world, based on Bitcoins;https://content.minetest.net/packages/Krock/bitchange/;https://forum.minetest.net/viewtopic.php?t=7821;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;unifiedbricks;https://github.com/minetest-mods/unifiedbricks;default bucket unifieddyes vessels ;;;;;[Unifiedbricks] This mod allows the user to re-color default bricks using Unified Dyes, and provides some pattern variations as well.;https://content.minetest.net/packages/wowiamdiamonds/unifiedbricks/;https://forum.minetest.net/viewtopic.php?t=2383;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;ts_furniture;https://github.com/minetest-mods/ts_furniture;default ;;;;;[ts_furniture] Adds basic furniture (Chairs, Tables, Small Tables, Tiny Tables, Benches).;https://content.minetest.net/packages/Thomas-S/ts_furniture/;https://forum.minetest.net/viewtopic.php?t=14302;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;treecapitator;https://github.com/HybridDog/treecapitator;default ;;;;;[TreeCapitator] It works like the timber mod but it destroys the leaves and the fruits, too.;https://content.minetest.net/packages/Hybrid Dog/treecapitator/;https://forum.minetest.net/viewtopic.php?t=4772;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;display_modpack;https://github.com/pyrollo/display_modpack;default dye ;;;;;[Display Modpack] Display modpack provides mods with dynamic display (signs, clocks, steles) and api to manage font and display;https://content.minetest.net/packages/Pyrollo/display_modpack/;https://forum.minetest.net/viewtopic.php?t=19365;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;angledstairs;https://github.com/TumeniNodes/angledstairs;default ;;;;;[Angled Stairs] Adds angled stairs to the Minetest Game.;https://content.minetest.net/packages/TumeniNodes/angledstairs/;https://forum.minetest.net/viewtopic.php?t=14801;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;mobs_wolf;https://github.com/h4ml3t/mobs_wolf;default ;;;;;[Mobs Wolf] Adds wolves.;https://content.minetest.net/packages/Hamlet/mobs_wolf/;https://forum.minetest.net/viewtopic.php?t=20454;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;trash_can;https://github.com/minetest-mods/trash_can;default ;;;;;[Trash Can] Adds a wooden trash can, and a dumpster to the game.;https://content.minetest.net/packages/Evergreen/trash_can/;https://forum.minetest.net/viewtopic.php?t=6315;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;skybox;https://github.com/minetest-mods/skybox;;;;;;[Skybox] Allows changing your sky to unimaginably epic scenes.;https://content.minetest.net/packages/sofar/skybox/;https://forum.minetest.net/viewtopic.php?t=17392;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;dfcaverns;https://github.com/FaceDeer/dfcaverns;default subterrane mapgen_helper ;;;;;[Dwarf Fortress style caverns] Adds vast underground caverns in the style of Dwarf Fortress, complete with underground flora in diverse biomes.;https://content.minetest.net/packages/FaceDeer/dfcaverns/;https://forum.minetest.net/viewtopic.php?t=17096;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;drinks;https://github.com/minetest-mods/drinks;stairs bucket default vessels ;;;;;[Drinks] Adds a juice press and two juice storage containers.;https://content.minetest.net/packages/Nathan.S/drinks/;https://forum.minetest.net/viewtopic.php?t=15810;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;farming_nextgen;https://github.com/berengma/farming_nextgen;;;;;;[Farming_NG] A seeding and a harvesting machine for easy farming of larger fields;https://content.minetest.net/packages/Gundul/farming_nextgen/;https://forum.minetest.net/viewtopic.php?t=18534;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;cg_plus;https://github.com/random-geek/cg_plus;sfinv ;;;;;[Crafting Guide Plus] Adds an intuitive and full-featured craft guide with auto-crafting to the player's inventory.;https://content.minetest.net/packages/random_geek/cg_plus/;https://forum.minetest.net/viewtopic.php?t=22385;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;angledwalls;https://github.com/TumeniNodes/angledwalls;default ;;;;;[Angled Walls] Angled & Sloped Walls, Angled Glass, & Angled Doors;https://content.minetest.net/packages/TumeniNodes/angledwalls/;https://forum.minetest.net/viewtopic.php?t=15010;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;hyperloop;https://github.com/joe7575/Minetest-Hyperloop;default ;;;;;[Hyperloop] Allows building of tubes to let players travel from point point in seconds (900 km/h);https://content.minetest.net/packages/joe7575/hyperloop/;https://forum.minetest.net/viewtopic.php?t=18012;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;paleotest;https://github.com/ElCeejoYT/paleotest;default mobs ;;;;;[PaleoTest] Adds Dinosaurs and other Prehistoric Fauna.;https://content.minetest.net/packages/ElCeejo/paleotest/;https://forum.minetest.net/viewtopic.php?t=22253;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;glooptest;https://github.com/GloopMaster/glooptest;;;;;;[GloopTest Pack] Adds a collection of things into minetest. As it stands, this adds three different modules.;https://content.minetest.net/packages/GloopMaster/glooptest/;https://forum.minetest.net/viewtopic.php?t=4345;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;mtg_plus;https://repo.or.cz/minetest_mtg_plus.git;doors default farming xpanes walls stairs ;;;;;[Minetest Game Plus] Adds various simple decorative blocks, doors, panes and other items, focusing on snow, ice, luxury, bamboo and more.;https://content.minetest.net/packages/Wuzzy/mtg_plus/;https://forum.minetest.net/viewtopic.php?t=15731;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;apartment;https://github.com/Sokomine/apartment;;;;;;[Apartment] Rent an apartment with your own chests and furnaces close to spawn;https://content.minetest.net/packages/Sokomine/apartment/;https://forum.minetest.net/viewtopic.php?t=8606;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;draconis;https://github.com/ElCeejoYT/draconis;farming real_suffocation mobs default ;;;;;[Draconis] Adds Dragons and  various Wyverns;https://content.minetest.net/packages/ElCeejo/draconis/;https://forum.minetest.net/viewtopic.php?t=22595;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;castle_gates;https://github.com/minetest-mods/castle_gates;default ;;;;;[Castle Gates] This is a mod all about creating castle gates and dungeons;https://content.minetest.net/packages/FaceDeer/castle_gates/;https://forum.minetest.net/viewtopic.php?t=17148;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;turtleminer;https://github.com/BiLachner/TurtleMiner;default ;;;;;[TurtleMiner] A Mod to let Kids start programming with a turtle that can move around in the world, and dig and build what the user wants.;https://content.minetest.net/packages/BirgitLachner/turtleminer/;https://forum.minetest.net/viewtopic.php?t=15689;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;markers;https://github.com/Sokomine/markers;areas ;;;;;[Markers] Easy interface (GUI) for the areas/advanced_areas protection mod;https://content.minetest.net/packages/Sokomine/markers/;https://forum.minetest.net/viewtopic.php?t=8175;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;doc;http://repo.or.cz/minetest_doc.git;;doc ui;;;x;[Documentation System] A simple in-game documentation system which enables mods to add help entries based on templates.;https://content.minetest.net/packages/Wuzzy/doc/;https://forum.minetest.net/viewtopic.php?t=15912;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;dynamic_liquid;https://github.com/minetest-mods/dynamic_liquid;;;;;;[Dynamic Liquid] Flowing dynamic liquids and ocean-maintenance springs.;https://content.minetest.net/packages/FaceDeer/dynamic_liquid/;https://forum.minetest.net/viewtopic.php?t=16485;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
;bridges;https://github.com/Sokomine/bridges;;;;;;[Bridges and handrails] Self-building bridge, small bridge building and handrails;https://content.minetest.net/packages/Sokomine/bridges/;https://forum.minetest.net/viewtopic.php?t=3488;https://content.minetest.net/api/packages/?type=mod&hide=nonfree
